frame,x,y,sigma,intensity,offsetphoton,backgsrdpho,chi2,uncertainity,track_id,track_color
2,8707.71243019599,9625.96392031447,99.0370870597931,5151.69621563211,1355.49472342649,210.984212386078,168302.667538104,19.0528827093208,9,4
2,9410.22504942008,9175.20405626784,94.9831092016602,4186.33922794839,1399.11006860817,178.605261330232,120608.960599335,18.2692112275374,13,2
2,9566.21154545749,8734.09673375489,115.116697643236,5230.33696144863,1242.41051823914,194.773699500159,143433.866267897,23.3975307483823,0,0
3,750.310683745914,3140.2196716208,126.937979327612,4997.78861825452,836.695184780324,126.500661749697,60502.9678496476,19.3773348105963,22,5
3,831.344526158708,6538.89715238425,66.1012521601251,2430.5927019494,849.73483258616,136.050984009845,69983.3057293465,11.6610347355863,0,0
3,1087.27543230705,768.247913219744,117.348477584753,12357.1804886519,916.473645352179,118.77084955216,53334.8163940664,6.35413829916408,5,6
3,1231.69943461476,5820.36614891851,66.0727665582928,3248.47655169229,960.072063778477,137.139340317675,71107.4640799167,8.80961045520662,2,3
3,2080.07088304387,8415.93429644472,70.328083895923,2537.51416426891,820.956872736545,112.762965402771,48075.5271570135,10.5060341422793,7,2
3,2953.08698570756,9454.01971749292,111.351662359964,12134.4539916902,841.220086603723,159.542066748357,96236.873616294,7.78108538309811,4,5
3,3263.19934089271,5513.73312591574,99.4977835215265,6597.41000434562,877.986616950055,117.477673371331,52179.7209333832,8.43517602355943,0,0
3,3746.37556026663,8862.37610713268,106.072910946171,17288.3073139251,956.919805272375,163.940639934632,101616.522969649,5.11549171704841,10,5
3,3983.85738619349,7622.85323998312,266.446312225473,23385.1192562664,844.761982180475,147.972308088402,82785.0612723336,21.3181267413048,0,0
3,4661.2941219067,6579.35706944919,241.886119605834,23910.0070257301,737.961283389961,111.774665252227,47236.5134120493,13.0317311024493,12,1
3,5839.20144652736,9514.44990198803,177.771993791303,11039.8636428097,941.776292396622,190.041668947208,136549.071055233,25.7863903242895,0,0
3,6280.71734823784,9634.13419573616,152.058903711327,19872.5883030305,1084.41258167873,213.839395863582,172888.663112799,11.8184726611259,11,6
3,6507.28433483697,6386.41963079021,170.336174851514,6001.07201476659,898.196035617623,124.968462116876,59046.1967337238,28.6630622034764,0,0
3,6865.45929205692,9544.90143308489,87.2887443764286,6966.6074774555,1201.96858187249,161.510330701094,98626.0616695851,8.42746989417702,1,2
3,7070.13599443562,2150.77642106582,125.242284029802,13048.054859436,956.562090787865,180.852269244579,123662.779417806,10.3441536840679,6,1
3,7523.07077434601,3087.21274346785,123.401435041197,4606.19880496578,888.028096522369,130.949888575091,64833.780291194,20.5601898238007,0,0
3,7425.7628774664,8155.45675857029,108.117432524544,11817.4698751247,1149.92008513529,216.610398560156,177398.393055358,10.1860989830109,8,3
3,7567.63825773372,9380.24791820904,97.8216432357129,11502.0428625147,1231.41973098556,147.509990883216,82268.570455863,5.8821965643802,3,4
3,8427.51335436471,7902.98542020827,81.2210312339762,1681.21399138416,1093.07745912396,147.339471829353,82078.4782399576,27.424878169039,21,4
3,8742.23107007429,5381.7185265698,90.1898232314394,6740.15048112692,993.449970015784,142.923943267597,77232.6716357559,8.23971095346335,20,3
3,8714.08016252393,9680.95415986759,95.7439253148835,6009.8042940358,1476.16037560822,288.157835989958,313943.825901136,20.8281051958711,9,4
3,9051.48855023806,9442.12593989991,63.5395950978761,2121.99299819474,1500.43281728225,305.543878325003,352970.371721631,27.5362542214102,0,0
3,9464.65720725098,9195.83463127611,259.884571131376,36985.8989506067,896.574557186218,204.899334540618,158734.809217918,17.7484100763307,13,2
4,656.439212519463,3231.19029111466,79.9289036474602,4368.10533771262,897.991038604629,149.83058283678,84877.3899774115,10.4446290386349,22,5
4,1064.72787095341,788.43956153822,104.557345750784,11245.984590322,893.579866859141,138.891285988286,72935.8546952569,6.46769314281105,5,6
4,1162.95708251537,5873.31348785662,100.424473645173,7303.36550223079,994.202623634837,129.158802687259,63072.3625978956,8.52415899521079,2,3
4,2103.66330877492,8451.69687235794,82.5452570262874,2581.78410299895,817.851430847686,95.7221384826883,34643.0294744791,12.0728460477051,7,2
4,2418.10253588671,5972.88060481441,452.431402512698,128819.424318744,74.652403015823,107.672253785608,43832.7467228819,8.18978319026199,0,0
4,2976.95092704099,9473.4994155103,119.142432902363,11275.2168261569,915.606782636738,107.712694931817,43865.6796160692,6.51719386151201,4,5
4,3750.63742279234,8851.44650385688,113.562012686903,19180.0811693397,992.290558731605,154.770979843812,90567.0334790795,4.9944766128017,10,5
4,4673.0463536051,6530.37623285495,110.96154349756,6906.1086232578,1037.6499000675,144.77924651753,79250.8087108336,12.2859698014353,12,1
4,4945.8429068348,3729.58967205796,125.720513577434,3807.77100756504,802.021676566798,105.148781481713,41802.2412227472,20.7486063467302,0,0
4,5219.97108167326,6955.63022720791,78.4934272349186,1855.74175873143,1002.82194075065,144.24249634121,78664.2739032763,22.7336557727329,24,1
4,6298.55749173734,9576.40234356036,165.835128398014,20310.1387411381,938.212673857055,234.550296076767,207999.863281037,15.067237625555,11,6
4,6899.60143121379,9572.77913168225,102.035753680755,6372.40571143625,1098.20154425821,131.79461385423,65672.931468947,10.270932561158,1,2
4,7060.3127009713,2132.10134602895,105.01272993178,9510.4559165691,962.354261428438,151.247092958878,86489.8513380713,8.36986496181849,6,1
4,7415.10804194089,8199.84996970415,106.034484382432,13433.6192568279,326.556476476675,162.603143103902,99969.3481503915,6.50646812110133,8,3
4,7574.26468294862,9386.88755171463,104.624356721683,12455.224281565,1113.86708088314,176.951612892867,118385.940737961,7.41957142459596,3,4
4,7433.02377172875,8222.22699550022,96.4696529480829,9804.98582792496,1153.51136239045,295.709720022386,330614.790684428,13.313666379216,0,0
4,8416.31731532991,7866.45332598424,117.687113334796,7539.91354929699,966.841531294752,134.559482646236,68457.2888990058,11.7737230574173,21,4
4,8399.31692700665,9066.43527713084,77.9552275511054,2656.97752645873,1107.03333501196,126.984287377228,60966.4701231499,13.8319496936528,0,0
4,8757.29918043447,5367.68603418004,85.7777474399648,7478.36431845544,939.949435130107,116.337829156726,51172.070536427,5.51498017541163,20,3
4,8731.81250059429,9660.99923206951,101.877258714347,6880.8785714574,1339.64429023354,250.054697825537,236407.426182594,17.8845891299391,9,4
4,9457.7274552316,9462.07244743899,696.700871741379,451529.950993612,1.08409616463704e-09,201.665357644517,153763.775236565,10.3054036555126,23,6
5,1061.10114780595,793.888906074896,92.854693932214,10576.7900318264,997.788088203806,132.822805117738,66701.6189352007,5.20832328489301,5,6
5,1203.88184009764,5875.37471064125,109.023656255133,13062.7982124248,865.003803232413,159.129629709825,95739.9470355091,6.91940315266665,2,3
5,2072.81901488046,8458.47206928362,82.7420207859203,2478.63737032389,843.52810376932,111.887190758674,47331.6694181048,14.7231921270494,7,2
5,3008.19107804811,9438.4527744786,103.516075506337,10014.9521425694,909.678756659236,125.372345256894,59428.4739819057,6.43532250608392,4,5
5,3762.73695962369,8804.48560280652,94.3886499060434,17109.0500379494,1003.61493498896,160.673143680531,97606.2574019477,4.02910226848199,10,5
5,5147.53298515764,6330.41166096326,116.235018993919,19419.036530093,1112.40018334811,200.337325607618,151745.151107836,6.64826511128148,0,0
5,5167.16339041098,6967.39168664413,163.265148936166,11901.4390153964,975.388389895655,165.539551170382,103608.318447952,17.6008848015341,24,1
5,6264.00607931976,9664.1836561402,166.618567722531,17533.2575965516,1089.55301243245,272.652920602913,281067.989391051,20.4578172728692,11,6
5,6502.94789654674,6323.00633146552,111.053788430733,3440.96163770862,905.73080601711,128.57095881322,62499.5433049893,21.8826382654666,0,0
5,6867.67153963374,9573.99655825877,98.1771460170559,9221.89441867433,1128.46152464945,135.416655925397,69332.2426233679,6.77912974902109,1,2
5,7085.63812259196,2164.2563245567,143.685354605244,13580.0550688046,904.4046214113,140.879168880771,75038.5862265878,10.2075588293513,6,1
5,7395.29535933424,8217.18767389229,88.6665112871351,8414.29041733639,1196.29491630297,240.807172029009,219245.108868066,10.6900862623985,8,3
5,7534.63888892959,9366.716342284,111.743017444831,13608.1287584399,1095.1070130627,164.400028543241,102186.813261258,7.203211275559,3,4
5,7659.56592038362,8503.7333608847,112.1135240765,7087.45455835882,266.472910584543,128.168184507988,62108.6677650931,10.8385533082202,18,1
5,8409.20922920124,7886.40361451619,120.834576484486,6910.11724519931,979.152025970171,139.43000948366,73502.7507473847,14.0141816910334,21,4
5,8745.21279699653,5398.76375731723,91.5321216561956,7843.79843189238,924.443068174598,135.245449376561,69157.0406849019,6.91850853395613,20,3
5,8758.13831034692,9660.74609036028,150.543272561775,11820.8380710574,1263.20438871379,240.966076426269,219534.556282878,21.8952843786043,9,4
5,9100.73768748874,9352.27235807895,67.275724343984,2053.64020158803,1448.70949119833,262.999971842498,261518.539681244,27.4618247283826,0,0
5,9603.43485851501,9344.58319079611,624.472633048715,374435.182606568,6.31220600742232e-05,213.52511653423,172381.006275591,10.5670304844984,23,6
5,9664.46742830997,1430.60768406776,108.087196192801,4797.52846276021,829.432736987558,123.120170811403,57312.5190255275,14.2723818619709,25,2
6,351.978932403211,6836.17806594843,90.4706790687263,2820.89022344209,817.015776369398,116.927402660572,51692.041447554,16.1461884746401,0,0
6,666.940617890337,3241.77396889687,138.233657990168,5882.31242225959,868.049369459616,110.022253355455,45766.9687871728,17.0039008496789,22,5
6,1067.84492209914,784.766137596714,91.2787275482263,11257.4979973536,980.274957455138,180.051233317926,122569.744170456,6.36740150977073,5,6
6,1127.50859977087,5902.99522188771,94.5454158179391,10351.9622271637,951.50941983151,177.73611930791,119437.984353792,7.32393631996519,2,3
6,2095.92787193,8432.95056669964,84.5041934996527,5005.61439687284,897.840408101734,143.083470828954,77405.1775924807,9.73711324914481,7,2
6,2499.19326464813,1520.70513972606,75.3580570763509,3536.23691501483,922.093295110993,120.67398387839,55057.7398818682,9.26677084983303,0,0
6,2986.84278626663,9367.98239136512,95.5988602265529,10258.2834408439,946.980578758215,141.096699319543,75270.4976377161,6.02717169424522,4,5
6,3764.46134445695,8776.04387681083,105.569584442703,22147.6039788111,1009.81616206329,165.610253604061,103696.841493447,4.01001755327913,10,5
6,4640.92196773018,6588.48659443532,177.640575941565,19021.5168367877,960.868843784136,192.055930861429,139458.992990197,15.1254538743368,12,1
6,4700.82935283453,2395.39074281732,105.647933807283,3544.94634537897,848.587673479504,124.743513426211,58833.8166285148,18.6672989350297,0,0
6,5140.81943997644,6922.39957789885,292.688660706536,34236.7658529144,839.146727093687,161.344029628308,98423.0631896844,19.1596471986713,24,1
6,6899.45277757101,9597.53292824377,101.300155130608,7356.77683327588,1109.12059305822,151.252464689295,86495.9950357285,10.0541147017944,1,2
6,7079.76353386212,2119.78177010104,132.291259630628,14387.228904422,844.038299601887,162.140182895168,99396.7983467375,9.39646872807405,6,1
6,7361.89823669694,8191.90943985308,99.7548126695698,10299.6832197545,1105.96282646923,202.864069094659,155597.04444512,9.32648662678385,8,3
6,7503.91511609852,9423.55833647933,110.665740600898,13172.8277261337,1107.55836279856,127.844142596893,61794.9162836408,5.70969407061988,3,4
6,7550.30246239347,3102.79855235269,67.1521137457556,2018.31573792082,888.711557846647,119.015328651569,53554.6122110349,12.6829556059128,0,0
6,7705.49485691983,8558.52276842902,94.7147214120475,4570.66811606023,1185.23768219972,321.949434126743,391892.013470146,29.9215011933765,18,1
6,8409.62709080522,7825.37711599788,122.299816204477,4346.88774080344,944.786806802081,126.280255593173,60292.3196959926,20.6392820026332,21,4
6,8679.35682903747,5409.01037182759,110.619213854834,9440.77940406876,921.565738809874,139.795774600708,73888.8943838318,8.650644677464,20,3
6,8730.45941203995,9658.56860844617,103.79093020985,7415.12505337181,1441.0004321512,262.596956298692,260717.662921183,18.0865117216646,9,4
6,9414.10173967018,9397.08421632558,646.71344329726,425211.398453959,6.28935882767486e-05,233.542115915936,206215.669578761,10.9094850223985,23,6
6,9617.16385110524,1371.60861996221,105.495761714791,3570.27228811748,826.378397406437,129.675160045117,63577.6782024431,19.2060538733938,25,2
6,9724.07871210048,7816.05158140656,123.725278471222,8336.11464586982,1019.64760088786,134.146824729266,68038.0523659597,11.7339145312089,26,3
7,662.891648066078,3265.66916769365,119.380236259287,3159.08584814803,913.430486068789,120.799209466389,55172.0681426657,25.8670851133733,22,5
7,1095.19336738231,799.540591224727,104.34264332176,10745.1055428676,922.242169698357,144.101710055924,78510.7900625804,6.98473646458223,5,6
7,1089.89332578225,5877.75337635923,111.229188752707,10380.372594159,855.85655309696,133.362486690494,67244.7600275726,7.60227485621829,2,3
7,2125.78748824588,8430.07416544219,90.2952145406065,3884.04881975216,868.513644400978,121.043619315985,55395.5502375418,12.1141090339312,7,2
7,2958.99030998032,9420.75931329657,102.496598432893,9497.34672884335,904.444352952545,114.948240138136,49956.9288296197,6.11292687467756,4,5
7,4615.1896859569,6585.44148500092,102.08499656155,10055.433202829,1122.70942774466,182.314320775381,125670.29833562,8.99927904210504,12,1
7,4636.78701954995,7525.03606783382,146.528670337987,6090.52410282752,911.690895679199,111.552693905452,47049.0873735042,18.6974319276473,0,0
7,6878.17697705875,9569.13194740824,91.3548241096548,8024.25601348766,1097.82121238202,163.295504796673,100818.338923858,8.10410651359541,1,2
7,7061.49323763691,2143.23660517327,111.521911061191,13460.9696865643,942.842287248767,158.490286747191,94972.1742816244,6.99701219728415,6,1
7,7391.6862951084,8204.19568371779,95.2241658718811,11213.6992021522,1117.53554293072,273.779676064207,283395.851872322,10.5128544570246,8,3
7,7506.88390592752,9420.79981718433,104.733871282814,10462.3989162455,1152.75011254277,154.602372386632,90369.8135672195,7.73994133845091,3,4
7,7701.57927210716,8499.16546976838,90.3727192073732,5281.67561911977,1186.60266391286,412.299508119272,642712.448965554,30.1815209906128,18,1
7,7916.77226388372,6670.41850014529,65.8183689119794,2514.52494004987,923.034233610821,115.320752367924,50281.2438586829,9.50719900719681,0,0
7,8721.73133007858,5397.37051718498,91.9254302059521,7990.18108369505,902.43378440401,167.726541407135,106364.000148732,8.45911910562591,20,3
7,8726.44413310286,9644.18925465257,113.330072631926,7702.10853506673,1369.86972994455,211.854514905377,169694.015344523,16.7617631001399,9,4
7,8746.10047779155,9630.08131757943,91.4501439844549,4743.22739853177,1458.39273681524,245.754962678082,228347.190041209,20.5410461500756,27,4
7,9642.26563162614,9409.37094002617,496.375362795678,118892.676185638,855.205338977889,196.262409371361,145634.855963187,19.2900731374415,23,6
7,9619.57091250546,7815.08737369344,134.242353196582,7226.02123997306,1068.84344290359,154.036272179252,89709.2194596782,18.2404670357048,26,3
8,708.552378793648,3265.55456145213,132.805512672033,5125.34330821002,911.443407916685,148.720264686026,83624.0848214383,24.2790966424592,22,5
8,1089.69964817029,802.782840654826,108.827375271425,11489.1795775927,912.519526104322,136.106605087119,70040.5393109587,6.71889781542336,5,6
8,1103.55148073714,5881.69450238301,85.0318284484233,10063.8427800687,949.266009550609,127.674118023217,61630.6589689397,4.43080590030476,2,3
8,2140.68115629587,8423.42503312723,94.2346495350588,3840.21262584888,832.66856171292,131.625246503526,65504.2492546632,14.4837660784974,7,2
8,2992.07587556522,9396.32743533212,99.0693791188284,8880.12659913007,923.846328652371,127.163751221217,61138.9167907373,6.73762766012965,4,5
8,3308.9876211981,4522.79229333394,124.186676423749,3270.32800404389,882.048285247545,141.638147138629,75849.2956587311,31.6693185786029,29,6
8,3359.20646312318,6905.79604076253,66.9556822431064,1817.21184789282,1074.6528340068,137.080021461574,71045.9631104453,16.0869771134996,0,0
8,4362.89788043713,6759.63916651264,117.111819437096,13323.4556128938,1328.1361177954,246.983372673597,230635.689234972,12.0701215106741,0,0
8,6584.9109646404,6352.11623473268,76.5511223024,2268.82770155621,993.070361354988,139.263558421563,73327.3608416333,17.0997296309769,0,0
8,6841.94125017347,9573.41297537969,100.472812534587,7910.0326690474,1068.31301934707,137.126876254022,71094.5393283389,8.36048994340199,1,2
8,7060.37374162673,2088.11996378375,129.7517746248,14734.1093732034,870.506860113844,156.564094267976,92677.7365035624,8.53173447061038,6,1
8,7373.52669680332,8215.01086809026,89.4038754306074,8704.98027370611,1098.81659743034,210.098711368765,166892.897949225,9.1799800462122,8,3
8,7526.33864030717,3044.83272107707,128.717607088158,4258.04626056798,861.066652114559,116.098310211113,50961.5793385799,21.4611192232727,28,5
8,7541.2240182168,9539.18624198128,117.799423841292,9654.301291986,1210.46309904654,169.264798865611,108323.922424057,11.5730588411911,3,4
8,7695.14389978123,8546.31755992881,75.9989341123353,2817.96155501703,1223.48696124912,313.610899411584,371854.786098592,30.4399598768461,18,1
8,8437.70356746959,7903.2425108143,65.0716928257865,2911.49256212386,1027.86361875743,145.369006785536,79897.7825604897,10.0873661670257,0,0
8,8682.28971906803,5398.90180099748,103.256987368708,8453.60598900176,980.199389837206,138.067582782747,72073.3189319494,8.31861946923239,20,3
8,8750.08300870144,9625.0227021985,81.0005147435897,5765.21294166789,1407.86324734828,265.53507254521,266584.480156475,14.337527276043,27,4
8,9527.97271259576,9542.66519117494,218.920665929813,10778.2195218887,1361.07907509232,192.526916333433,140143.831954507,40.5444764119249,23,6
8,9605.16356412794,7807.9707099062,81.4849077863291,4052.9865196399,1110.86870871613,120.179940891208,54607.846579172,9.41145779821037,26,3
8,9507.97431270444,9169.03225679155,215.410700752368,13686.0748646179,1176.39288730502,204.502894371908,158121.16177138,32.8447914571352,13,2
9,407.602259987541,6848.54173288947,120.441354161372,4279.51983275623,758.538363873104,102.554662390107,39765.0833883092,16.5502801992833,0,0
9,758.61605814129,3319.54954856514,104.261570279172,4994.0382915934,898.780220522602,129.8920439017,63790.525492216,13.4600153744357,22,5
9,1068.01490851208,779.895687123714,109.405885687442,11855.8748209251,935.797926506777,135.485054031399,69402.2988756697,6.55283378921089,5,6
9,1147.57661573297,5867.42711910616,98.3272037108575,9628.59747154681,872.652936393149,122.8022566133,57016.9226286877,5.92550318252402,2,3
9,2109.90218048633,8482.71389858206,134.642470520996,4646.16570142818,808.42674287877,106.905553715376,43210.7309679825,19.8317585122782,7,2
9,2959.11282319229,9492.87725661395,110.126466411995,10815.3910422905,895.281567822356,142.279799655157,76538.0808727607,7.62530256574795,4,5
9,3268.86644475793,4423.15482440653,95.5147239054108,2547.64176009119,862.575065165358,130.68705943061,64573.7860828601,22.2224600658209,29,6
9,4086.23397173836,6222.66552729225,83.9996756409832,4126.84319736818,1050.29535613292,186.101778733513,130945.966847307,15.1130078210796,0,0
9,4025.94686875307,8399.83902977174,78.0357588826057,2169.30194376796,984.815626832735,155.320837555664,91211.6949360069,20.6994475136379,0,0
9,4639.47431920375,6539.31196059744,109.880608905277,18371.4288131316,1166.52944906727,161.755499196952,98925.7125495927,5.09767390546024,12,1
9,5694.71414011172,9450.03912639015,99.7440016697119,3992.80254775802,1001.43788820216,154.282415532306,89996.1514956086,18.2561731690224,0,0
9,6587.57060233366,7221.53489277798,71.6400240594364,1994.1698292856,931.302880638646,114.682949756536,49726.6025677843,14.0678345743893,0,0
9,6839.8809746029,9565.65954618325,105.51806917236,6406.01216169272,1164.59850711125,150.605285219667,85757.3800053065,12.4558543835449,1,2
9,7037.37499413839,2054.78664500463,130.959527749958,12801.1186631994,963.04130043394,160.883501847653,97862.0028681669,10.2632351233455,6,1
9,7337.98566610016,8203.90725623032,89.7842159837607,9334.64228521174,1146.87952015858,210.651630388957,167772.48150132,8.65945474830424,8,3
9,7509.46912710219,3121.6071942668,69.4357229596133,2568.35801051873,884.392737030752,121.832636364409,56120.0905008964,10.9196677870757,28,5
9,7493.19996888952,9481.51715605789,111.299761181405,8796.40723355237,1242.74932968421,177.265860043049,118806.795656134,11.8705044359298,3,4
9,7677.20535028184,8520.08669400147,88.3950738376573,3653.13644597544,1167.57459876589,337.438436375336,430506.963350719,34.1699830749137,18,1
9,8685.75075022009,5478.62582244614,103.661485328343,7651.26111724222,999.440603081317,136.009281149409,69940.409211433,9.11820183489082,20,3
9,8766.7182982789,9604.9129127411,118.876141954742,7541.01606633536,1351.66784096229,217.097021935634,178196.352602834,19.29284611052,27,4
9,9328.10780304996,9216.6656761168,15.6704526791284,2211.8274771585,1412.71372514658,206.845149204752,161763.956151795,1.30918824460724,13,2
9,9615.08277097039,7763.5485490744,139.954275403434,7806.99105358323,1020.07952321482,130.738733950476,64624.8619749099,15.5978990186625,26,3
10,738.877306943432,3328.29735190362,116.634505951017,3940.19017361683,902.905665809054,148.398912218798,83263.0879969626,24.3076029424872,22,5
10,1064.34346410432,776.707667736829,98.8696125011516,11166.7839722612,948.332792665458,141.017296296606,75185.8054639702,5.91984800547818,5,6
10,1073.69623829008,5849.08867077825,85.3057102309575,9580.93091830411,958.178460364416,139.53049318836,73608.7320941453,5.0970379258422,2,3
10,1698.68250355204,4204.71390083238,116.247682462429,7098.45921294041,873.063096380729,133.712362827293,67598.055761576,12.1232410291169,0,0
10,2120.86635335119,8435.395943708,91.4838452469914,2853.97815090083,809.227190926413,131.034250372997,64917.3428834756,18.2629240325286,7,2
10,2968.83674372413,9493.33901299595,109.711600372404,10135.6123257537,851.082505652056,157.685320185231,94009.9035412055,8.92843332114731,4,5
10,3411.49778604541,6084.04803972736,99.143403820378,2159.64821915755,1052.7009670967,154.75786034003,90551.6799007856,33.3875578840137,0,0
10,4674.64947921538,6551.67093625123,118.390227780496,7310.00626944419,1050.35442989383,127.310506623643,61280.1149496085,11.6332067249203,12,1
10,6843.33547104745,9564.65744529894,106.255251943751,8816.35857694715,1140.75675892374,152.351384737535,87757.4287917286,9.30208806353414,1,2
10,7016.03527721115,2066.83215815633,136.338536960589,11482.9580220799,981.011609072187,156.719751876696,92862.110480032,12.0689910588019,6,1
